Feature ID	Taxon	Confidence
491717a4ae59558371914305dfdde7a7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella;s__	0.9978787516653036
e86c0be5cef2a68f4dc23f9361a3c891	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9999725027765893
8d5cf51d727523ac9ec98ae340458a9c	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__	0.9909969139339149
763aa2088fb6118b0e8848c24911e51f	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.999993973796811
2b23d77b2267f91974b68734e28a9618	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	0.7132312638888489
c011c3ffcaf6fdd4598cac7752b1f071	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	0.7033436251941599
a5f7de913337d1005a3df7a9feb61ae3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9998424431629802
90bcd2ccdb8a05f94c00dbd251873189	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	0.7896378745097119
1bd017b8fa1f369ac85006f0a6bfe1c0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9996487177666002
9448d1b19bb041a1e3e51dc4182d1c9d	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	0.9999975083844735
52e4c376c7a8e1285e615bb63386ac2f	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9999346581295341
e24cdaec3369c952e2ce8dda17a8f8bc	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	0.844326552463781
1a57a37ab6bde6745090b77ca425ea87	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	0.9982775065268411
f01ff01ff083e2dfcc94ce19410e6f44	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-003;s__	0.9675397755943922
883d3e87d4ed517c458074db18cf886f	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9999526685589302
aa23dfa6075f4e86560072bf277de7bf	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002;s__	0.9922519700007042
20625a031ce7d513c2ada175dadac511	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_7;s__	0.7561247121971004
1eb7a278da8537089bdbc78fcb15b4fd	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__	0.984006686549235
fd2171c52a9542055e68dee73e3d2cf1	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9991427912211227
7d1bd719bdc48e54f398b6a2fd508250	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9999956716757114
2bf017b6ba8b3974977fc079a6cdd8fc	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__	0.9795024913402592
a6f7d73dc247af40dae4f7470dac99e9	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	0.9987208538757341
cdf2106e5dd3270e735af6b1453439a2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__uncultured;s__	0.8600714415884201
e146e16f5e5351be01c0aff1cb426f4c	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9999079616498939
fbfbf0d55cbb820bae8143f9ced962b6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.9829056851193755
ca84bc1e99cf7a0f01d6f42c0b6097c5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__	0.7660126058358482
16202d2e12524961b62d04e54c5cec44	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	0.8570809392010373
