run_accession	sample_accession	sample_alias	sample_title	fastq_ftp
SRR31228162	SAMN43550044	BF135	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/062/SRR31228162/SRR31228162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/062/SRR31228162/SRR31228162_2.fastq.gz
SRR31228163	SAMN43550043	BF134	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/063/SRR31228163/SRR31228163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/063/SRR31228163/SRR31228163_2.fastq.gz
SRR31228164	SAMN43550042	BF133	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31228164/SRR31228164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31228164/SRR31228164_2.fastq.gz
SRR31228166	SAMN43550040	BF131	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/066/SRR31228166/SRR31228166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/066/SRR31228166/SRR31228166_2.fastq.gz
SRR31228167	SAMN43549923	BF014	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/067/SRR31228167/SRR31228167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/067/SRR31228167/SRR31228167_2.fastq.gz
SRR31228174	SAMN43549931	BF022	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/074/SRR31228174/SRR31228174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/074/SRR31228174/SRR31228174_2.fastq.gz
SRR31228175	SAMN43550119	BF210	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/075/SRR31228175/SRR31228175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/075/SRR31228175/SRR31228175_2.fastq.gz
SRR31228176	SAMN43550118	BF209	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/076/SRR31228176/SRR31228176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/076/SRR31228176/SRR31228176_2.fastq.gz
SRR31228179	SAMN43550115	BF206	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/079/SRR31228179/SRR31228179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/079/SRR31228179/SRR31228179_2.fastq.gz
SRR31228180	SAMN43550114	BF205	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/080/SRR31228180/SRR31228180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/080/SRR31228180/SRR31228180_2.fastq.gz
SRR31228182	SAMN43550112	BF203	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/082/SRR31228182/SRR31228182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/082/SRR31228182/SRR31228182_2.fastq.gz
SRR31228183	SAMN43550111	BF202	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/083/SRR31228183/SRR31228183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/083/SRR31228183/SRR31228183_2.fastq.gz
SRR31228190	SAMN43550106	BF197	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/090/SRR31228190/SRR31228190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/090/SRR31228190/SRR31228190_2.fastq.gz
SRR31228193	SAMN43550103	BF194	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/093/SRR31228193/SRR31228193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/093/SRR31228193/SRR31228193_2.fastq.gz
SRR31228194	SAMN43550102	BF193	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/094/SRR31228194/SRR31228194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/094/SRR31228194/SRR31228194_2.fastq.gz
SRR31228197	SAMN43549929	BF020	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/097/SRR31228197/SRR31228197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/097/SRR31228197/SRR31228197_2.fastq.gz
SRR31228202	SAMN43550095	BF186	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR31228202/SRR31228202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR31228202/SRR31228202_2.fastq.gz
SRR31228207	SAMN43550090	BF181	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR31228207/SRR31228207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR31228207/SRR31228207_2.fastq.gz
SRR31228209	SAMN43550089	BF180	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR31228209/SRR31228209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR31228209/SRR31228209_2.fastq.gz
SRR31228213	SAMN43550085	BF176	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/013/SRR31228213/SRR31228213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/013/SRR31228213/SRR31228213_2.fastq.gz
SRR31228214	SAMN43550084	BF175	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/014/SRR31228214/SRR31228214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/014/SRR31228214/SRR31228214_2.fastq.gz
SRR31228216	SAMN43550082	BF173	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/016/SRR31228216/SRR31228216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/016/SRR31228216/SRR31228216_2.fastq.gz
SRR31228217	SAMN43550081	BF172	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/017/SRR31228217/SRR31228217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/017/SRR31228217/SRR31228217_2.fastq.gz
SRR31228222	SAMN43550077	BF168	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31228222/SRR31228222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31228222/SRR31228222_2.fastq.gz
SRR31228226	SAMN43550073	BF164	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31228226/SRR31228226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31228226/SRR31228226_2.fastq.gz
SRR31228229	SAMN43550070	BF161	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/029/SRR31228229/SRR31228229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/029/SRR31228229/SRR31228229_2.fastq.gz
SRR31228233	SAMN43550067	BF158	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31228233/SRR31228233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31228233/SRR31228233_2.fastq.gz
SRR31228234	SAMN43550066	BF157	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/034/SRR31228234/SRR31228234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/034/SRR31228234/SRR31228234_2.fastq.gz
SRR31228235	SAMN43550036	BF127	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/035/SRR31228235/SRR31228235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/035/SRR31228235/SRR31228235_2.fastq.gz
SRR31228242	SAMN43549922	BF013	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/042/SRR31228242/SRR31228242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/042/SRR31228242/SRR31228242_2.fastq.gz
SRR31228246	SAMN43550026	BF117	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/046/SRR31228246/SRR31228246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/046/SRR31228246/SRR31228246_2.fastq.gz
SRR31228247	SAMN43550025	BF116	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/047/SRR31228247/SRR31228247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/047/SRR31228247/SRR31228247_2.fastq.gz
SRR31228251	SAMN43550021	BF112	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/051/SRR31228251/SRR31228251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/051/SRR31228251/SRR31228251_2.fastq.gz
SRR31228253	SAMN43549921	BF012	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/053/SRR31228253/SRR31228253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/053/SRR31228253/SRR31228253_2.fastq.gz
SRR31228255	SAMN43550018	BF109	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/055/SRR31228255/SRR31228255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/055/SRR31228255/SRR31228255_2.fastq.gz
SRR31228258	SAMN43550015	BF106	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31228258/SRR31228258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31228258/SRR31228258_2.fastq.gz
SRR31228259	SAMN43550014	BF105	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/059/SRR31228259/SRR31228259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/059/SRR31228259/SRR31228259_2.fastq.gz
SRR31228260	SAMN43550013	BF104	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31228260/SRR31228260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31228260/SRR31228260_2.fastq.gz
SRR31228262	SAMN43550011	BF102	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/062/SRR31228262/SRR31228262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/062/SRR31228262/SRR31228262_2.fastq.gz
SRR31228263	SAMN43550010	BF101	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/063/SRR31228263/SRR31228263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/063/SRR31228263/SRR31228263_2.fastq.gz
SRR31228264	SAMN43549920	BF011	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31228264/SRR31228264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31228264/SRR31228264_2.fastq.gz
SRR31228266	SAMN43549910	BF001	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/066/SRR31228266/SRR31228266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/066/SRR31228266/SRR31228266_2.fastq.gz
SRR31228267	SAMN43549913	BF004	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/067/SRR31228267/SRR31228267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/067/SRR31228267/SRR31228267_2.fastq.gz
SRR31228268	SAMN43550209	BF302	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/068/SRR31228268/SRR31228268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/068/SRR31228268/SRR31228268_2.fastq.gz
SRR31228269	SAMN43550208	BF301	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/069/SRR31228269/SRR31228269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/069/SRR31228269/SRR31228269_2.fastq.gz
SRR31228272	SAMN43550205	BF298	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/072/SRR31228272/SRR31228272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/072/SRR31228272/SRR31228272_2.fastq.gz
SRR31228277	SAMN43550200	BF293	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/077/SRR31228277/SRR31228277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/077/SRR31228277/SRR31228277_2.fastq.gz
SRR31228279	SAMN43550199	BF292	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/079/SRR31228279/SRR31228279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/079/SRR31228279/SRR31228279_2.fastq.gz
SRR31228280	SAMN43550198	BF291	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/080/SRR31228280/SRR31228280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/080/SRR31228280/SRR31228280_2.fastq.gz
SRR31228281	SAMN43550197	BF290	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/081/SRR31228281/SRR31228281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/081/SRR31228281/SRR31228281_2.fastq.gz
SRR31228289	SAMN43549938	BF029	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/089/SRR31228289/SRR31228289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/089/SRR31228289/SRR31228289_2.fastq.gz
SRR31228292	SAMN43550187	BF279	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/092/SRR31228292/SRR31228292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/092/SRR31228292/SRR31228292_2.fastq.gz
SRR31228300	SAMN43549979	BF070	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/000/SRR31228300/SRR31228300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/000/SRR31228300/SRR31228300_2.fastq.gz
SRR31228301	SAMN43549978	BF069	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/001/SRR31228301/SRR31228301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/001/SRR31228301/SRR31228301_2.fastq.gz
SRR31228307	SAMN43549972	BF063	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR31228307/SRR31228307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR31228307/SRR31228307_2.fastq.gz
SRR31239409	SAMN43528783	GH100	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR31239409/SRR31239409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR31239409/SRR31239409_2.fastq.gz
SRR31239415	SAMN43528777	GH094	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/015/SRR31239415/SRR31239415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/015/SRR31239415/SRR31239415_2.fastq.gz
SRR31239424	SAMN43528740	GH057	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/024/SRR31239424/SRR31239424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/024/SRR31239424/SRR31239424_2.fastq.gz
SRR31239425	SAMN43528739	GH056	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31239425/SRR31239425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31239425/SRR31239425_2.fastq.gz
SRR31239426	SAMN43528738	GH055	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31239426/SRR31239426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31239426/SRR31239426_2.fastq.gz
SRR31239428	SAMN43528736	GH053	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/028/SRR31239428/SRR31239428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/028/SRR31239428/SRR31239428_2.fastq.gz
SRR31239436	SAMN43528729	GH046	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/036/SRR31239436/SRR31239436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/036/SRR31239436/SRR31239436_2.fastq.gz
SRR31239443	SAMN43528723	GH040	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/043/SRR31239443/SRR31239443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/043/SRR31239443/SRR31239443_2.fastq.gz
SRR31239444	SAMN43528722	GH039	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/044/SRR31239444/SRR31239444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/044/SRR31239444/SRR31239444_2.fastq.gz
SRR31239450	SAMN43528841	GH158	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/050/SRR31239450/SRR31239450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/050/SRR31239450/SRR31239450_2.fastq.gz
SRR31239457	SAMN43528834	GH151	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/057/SRR31239457/SRR31239457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/057/SRR31239457/SRR31239457_2.fastq.gz
SRR31239459	SAMN43528833	GH150	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/059/SRR31239459/SRR31239459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/059/SRR31239459/SRR31239459_2.fastq.gz
SRR31239461	SAMN43528831	GH148	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/061/SRR31239461/SRR31239461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/061/SRR31239461/SRR31239461_2.fastq.gz
SRR31239462	SAMN43528830	GH147	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/062/SRR31239462/SRR31239462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/062/SRR31239462/SRR31239462_2.fastq.gz
SRR31239463	SAMN43528829	GH146	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/063/SRR31239463/SRR31239463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/063/SRR31239463/SRR31239463_2.fastq.gz
SRR31239465	SAMN43528827	GH144	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/065/SRR31239465/SRR31239465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/065/SRR31239465/SRR31239465_2.fastq.gz
SRR31239466	SAMN43528826	GH143	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/066/SRR31239466/SRR31239466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/066/SRR31239466/SRR31239466_2.fastq.gz
SRR31239469	SAMN43528698	GH015	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/069/SRR31239469/SRR31239469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/069/SRR31239469/SRR31239469_2.fastq.gz
SRR31239478	SAMN43528815	GH132	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/078/SRR31239478/SRR31239478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/078/SRR31239478/SRR31239478_2.fastq.gz
SRR31239480	SAMN43528900	GH217	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/080/SRR31239480/SRR31239480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/080/SRR31239480/SRR31239480_2.fastq.gz
SRR31239485	SAMN43528895	GH212	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/085/SRR31239485/SRR31239485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/085/SRR31239485/SRR31239485_2.fastq.gz
SRR31239488	SAMN43528893	GH210	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/088/SRR31239488/SRR31239488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/088/SRR31239488/SRR31239488_2.fastq.gz
SRR31239492	SAMN43528889	GH206	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/092/SRR31239492/SRR31239492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/092/SRR31239492/SRR31239492_2.fastq.gz
SRR31239494	SAMN43528887	GH204	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/094/SRR31239494/SRR31239494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/094/SRR31239494/SRR31239494_2.fastq.gz
SRR31239502	SAMN43528881	GH198	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR31239502/SRR31239502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR31239502/SRR31239502_2.fastq.gz
SRR31239503	SAMN43528880	GH197	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/003/SRR31239503/SRR31239503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/003/SRR31239503/SRR31239503_2.fastq.gz
SRR31239504	SAMN43528879	GH196	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR31239504/SRR31239504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR31239504/SRR31239504_2.fastq.gz
SRR31239505	SAMN43528878	GH195	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/005/SRR31239505/SRR31239505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/005/SRR31239505/SRR31239505_2.fastq.gz
SRR31239507	SAMN43528876	GH193	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR31239507/SRR31239507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR31239507/SRR31239507_2.fastq.gz
SRR31239509	SAMN43528874	GH191	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR31239509/SRR31239509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR31239509/SRR31239509_2.fastq.gz
SRR31239518	SAMN43528808	GH125	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/018/SRR31239518/SRR31239518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/018/SRR31239518/SRR31239518_2.fastq.gz
SRR31239519	SAMN43528807	GH124	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/019/SRR31239519/SRR31239519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/019/SRR31239519/SRR31239519_2.fastq.gz
SRR31239520	SAMN43528806	GH123	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/020/SRR31239520/SRR31239520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/020/SRR31239520/SRR31239520_2.fastq.gz
SRR31239521	SAMN43528805	GH122	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/021/SRR31239521/SRR31239521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/021/SRR31239521/SRR31239521_2.fastq.gz
SRR31239522	SAMN43528804	GH121	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31239522/SRR31239522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31239522/SRR31239522_2.fastq.gz
SRR31239525	SAMN43528802	GH119	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31239525/SRR31239525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31239525/SRR31239525_2.fastq.gz
SRR31239533	SAMN43528794	GH111	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31239533/SRR31239533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31239533/SRR31239533_2.fastq.gz
SRR31239534	SAMN43528695	GH012	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/034/SRR31239534/SRR31239534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/034/SRR31239534/SRR31239534_2.fastq.gz
