run_accession	sample_accession	sample_alias	sample_title	fastq_ftp
SRR31227539	SAMN43510997	AG073	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/039/SRR31227539/SRR31227539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/039/SRR31227539/SRR31227539_2.fastq.gz
SRR31227540	SAMN43510996	AG072	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/040/SRR31227540/SRR31227540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/040/SRR31227540/SRR31227540_2.fastq.gz
SRR31227541	SAMN43510933	AG008	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/041/SRR31227541/SRR31227541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/041/SRR31227541/SRR31227541_2.fastq.gz
SRR31227543	SAMN43510994	AG070	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/043/SRR31227543/SRR31227543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/043/SRR31227543/SRR31227543_2.fastq.gz
SRR31227545	SAMN43510992	AG068	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/045/SRR31227545/SRR31227545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/045/SRR31227545/SRR31227545_2.fastq.gz
SRR31227548	SAMN43510989	AG065	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/048/SRR31227548/SRR31227548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/048/SRR31227548/SRR31227548_2.fastq.gz
SRR31227549	SAMN43510988	AG064	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/049/SRR31227549/SRR31227549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/049/SRR31227549/SRR31227549_2.fastq.gz
SRR31227550	SAMN43510987	AG063	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/050/SRR31227550/SRR31227550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/050/SRR31227550/SRR31227550_2.fastq.gz
SRR31227551	SAMN43510986	AG062	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/051/SRR31227551/SRR31227551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/051/SRR31227551/SRR31227551_2.fastq.gz
SRR31227552	SAMN43510932	AG007	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/052/SRR31227552/SRR31227552_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/052/SRR31227552/SRR31227552_2.fastq.gz
SRR31227553	SAMN43510985	AG061	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/053/SRR31227553/SRR31227553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/053/SRR31227553/SRR31227553_2.fastq.gz
SRR31227554	SAMN43510984	AG060	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/054/SRR31227554/SRR31227554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/054/SRR31227554/SRR31227554_2.fastq.gz
SRR31227556	SAMN43510982	AG058	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/056/SRR31227556/SRR31227556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/056/SRR31227556/SRR31227556_2.fastq.gz
SRR31227558	SAMN43510980	AG056	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31227558/SRR31227558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31227558/SRR31227558_2.fastq.gz
SRR31227560	SAMN43511457	AG534	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31227560/SRR31227560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31227560/SRR31227560_2.fastq.gz
SRR31227561	SAMN43511456	AG533	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/061/SRR31227561/SRR31227561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/061/SRR31227561/SRR31227561_2.fastq.gz
SRR31227570	SAMN43511218	AG294	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/070/SRR31227570/SRR31227570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/070/SRR31227570/SRR31227570_2.fastq.gz
SRR31227574	SAMN43511215	AG291	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/074/SRR31227574/SRR31227574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/074/SRR31227574/SRR31227574_2.fastq.gz
SRR31227575	SAMN43511214	AG290	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/075/SRR31227575/SRR31227575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/075/SRR31227575/SRR31227575_2.fastq.gz
SRR31227578	SAMN43511211	AG287	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/078/SRR31227578/SRR31227578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/078/SRR31227578/SRR31227578_2.fastq.gz
SRR31227580	SAMN43511209	AG285	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/080/SRR31227580/SRR31227580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/080/SRR31227580/SRR31227580_2.fastq.gz
SRR31227582	SAMN43511207	AG283	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/082/SRR31227582/SRR31227582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/082/SRR31227582/SRR31227582_2.fastq.gz
SRR31227585	SAMN43511205	AG281	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/085/SRR31227585/SRR31227585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/085/SRR31227585/SRR31227585_2.fastq.gz
SRR31227586	SAMN43511204	AG280	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/086/SRR31227586/SRR31227586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/086/SRR31227586/SRR31227586_2.fastq.gz
SRR31227589	SAMN43511201	AG277	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/089/SRR31227589/SRR31227589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/089/SRR31227589/SRR31227589_2.fastq.gz
SRR31227590	SAMN43511200	AG276	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/090/SRR31227590/SRR31227590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/090/SRR31227590/SRR31227590_2.fastq.gz
SRR31227598	SAMN43511164	AG240	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/098/SRR31227598/SRR31227598_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/098/SRR31227598/SRR31227598_2.fastq.gz
SRR31227601	SAMN43511161	AG237	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/001/SRR31227601/SRR31227601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/001/SRR31227601/SRR31227601_2.fastq.gz
SRR31227606	SAMN43511156	AG232	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR31227606/SRR31227606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR31227606/SRR31227606_2.fastq.gz
SRR31227609	SAMN43511154	AG230	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR31227609/SRR31227609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR31227609/SRR31227609_2.fastq.gz
SRR31227611	SAMN43511152	AG228	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/011/SRR31227611/SRR31227611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/011/SRR31227611/SRR31227611_2.fastq.gz
SRR31227612	SAMN43511151	AG227	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/012/SRR31227612/SRR31227612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/012/SRR31227612/SRR31227612_2.fastq.gz
SRR31227613	SAMN43511150	AG226	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/013/SRR31227613/SRR31227613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/013/SRR31227613/SRR31227613_2.fastq.gz
SRR31227616	SAMN43511147	AG223	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/016/SRR31227616/SRR31227616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/016/SRR31227616/SRR31227616_2.fastq.gz
SRR31227621	SAMN43511143	AG219	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/021/SRR31227621/SRR31227621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/021/SRR31227621/SRR31227621_2.fastq.gz
SRR31227625	SAMN43511139	AG215	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31227625/SRR31227625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31227625/SRR31227625_2.fastq.gz
SRR31227630	SAMN43511106	AG182	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/030/SRR31227630/SRR31227630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/030/SRR31227630/SRR31227630_2.fastq.gz
SRR31227633	SAMN43511104	AG180	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31227633/SRR31227633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31227633/SRR31227633_2.fastq.gz
SRR31227641	SAMN43511096	AG172	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/041/SRR31227641/SRR31227641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/041/SRR31227641/SRR31227641_2.fastq.gz
SRR31227644	SAMN43511094	AG170	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/044/SRR31227644/SRR31227644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/044/SRR31227644/SRR31227644_2.fastq.gz
SRR31227652	SAMN43511086	AG162	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/052/SRR31227652/SRR31227652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/052/SRR31227652/SRR31227652_2.fastq.gz
SRR31227653	SAMN43510942	AG018	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/053/SRR31227653/SRR31227653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/053/SRR31227653/SRR31227653_2.fastq.gz
SRR31227660	SAMN43511396	AG473	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31227660/SRR31227660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31227660/SRR31227660_2.fastq.gz
SRR31227663	SAMN43511394	AG471	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/063/SRR31227663/SRR31227663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/063/SRR31227663/SRR31227663_2.fastq.gz
SRR31227664	SAMN43511393	AG470	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31227664/SRR31227664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31227664/SRR31227664_2.fastq.gz
SRR31227668	SAMN43511389	AG466	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/068/SRR31227668/SRR31227668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/068/SRR31227668/SRR31227668_2.fastq.gz
SRR31227671	SAMN43511386	AG463	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/071/SRR31227671/SRR31227671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/071/SRR31227671/SRR31227671_2.fastq.gz
SRR31227673	SAMN43511385	AG462	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/073/SRR31227673/SRR31227673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/073/SRR31227673/SRR31227673_2.fastq.gz
SRR31227674	SAMN43511384	AG461	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/074/SRR31227674/SRR31227674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/074/SRR31227674/SRR31227674_2.fastq.gz
SRR31227676	SAMN43511382	AG459	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/076/SRR31227676/SRR31227676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/076/SRR31227676/SRR31227676_2.fastq.gz
SRR31227678	SAMN43511380	AG457	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/078/SRR31227678/SRR31227678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/078/SRR31227678/SRR31227678_2.fastq.gz
SRR31227682	SAMN43511376	AG453	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/082/SRR31227682/SRR31227682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/082/SRR31227682/SRR31227682_2.fastq.gz
SRR31227683	SAMN43510971	AG047	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/083/SRR31227683/SRR31227683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/083/SRR31227683/SRR31227683_2.fastq.gz
SRR31227684	SAMN43511375	AG452	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/084/SRR31227684/SRR31227684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/084/SRR31227684/SRR31227684_2.fastq.gz
SRR31227691	SAMN43511311	AG388	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/091/SRR31227691/SRR31227691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/091/SRR31227691/SRR31227691_2.fastq.gz
SRR31227696	SAMN43511306	AG383	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/096/SRR31227696/SRR31227696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/096/SRR31227696/SRR31227696_2.fastq.gz
SRR31227697	SAMN43510964	AG040	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/097/SRR31227697/SRR31227697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/097/SRR31227697/SRR31227697_2.fastq.gz
SRR31227700	SAMN43511303	AG380	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/000/SRR31227700/SRR31227700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/000/SRR31227700/SRR31227700_2.fastq.gz
SRR31227701	SAMN43511302	AG379	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/001/SRR31227701/SRR31227701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/001/SRR31227701/SRR31227701_2.fastq.gz
SRR31227702	SAMN43511301	AG378	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR31227702/SRR31227702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/002/SRR31227702/SRR31227702_2.fastq.gz
SRR31227704	SAMN43511299	AG376	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR31227704/SRR31227704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/004/SRR31227704/SRR31227704_2.fastq.gz
SRR31227709	SAMN43511295	AG372	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR31227709/SRR31227709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR31227709/SRR31227709_2.fastq.gz
SRR31227713	SAMN43511291	AG368	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/013/SRR31227713/SRR31227713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/013/SRR31227713/SRR31227713_2.fastq.gz
SRR31227714	SAMN43511290	AG367	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/014/SRR31227714/SRR31227714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/014/SRR31227714/SRR31227714_2.fastq.gz
SRR31227715	SAMN43511289	AG366	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/015/SRR31227715/SRR31227715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/015/SRR31227715/SRR31227715_2.fastq.gz
SRR31227720	SAMN43511285	AG362	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/020/SRR31227720/SRR31227720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/020/SRR31227720/SRR31227720_2.fastq.gz
SRR31227721	SAMN43511284	AG361	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/021/SRR31227721/SRR31227721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/021/SRR31227721/SRR31227721_2.fastq.gz
SRR31227722	SAMN43511081	AG157	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31227722/SRR31227722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31227722/SRR31227722_2.fastq.gz
SRR31227726	SAMN43511077	AG153	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31227726/SRR31227726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31227726/SRR31227726_2.fastq.gz
SRR31227730	SAMN43511074	AG150	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/030/SRR31227730/SRR31227730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/030/SRR31227730/SRR31227730_2.fastq.gz
SRR31227731	SAMN43511073	AG149	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/031/SRR31227731/SRR31227731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/031/SRR31227731/SRR31227731_2.fastq.gz
SRR31227732	SAMN43511072	AG148	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/032/SRR31227732/SRR31227732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/032/SRR31227732/SRR31227732_2.fastq.gz
SRR31227733	SAMN43511071	AG147	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31227733/SRR31227733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31227733/SRR31227733_2.fastq.gz
SRR31227739	SAMN43510940	AG016	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/039/SRR31227739/SRR31227739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/039/SRR31227739/SRR31227739_2.fastq.gz
SRR31227740	SAMN43511065	AG141	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/040/SRR31227740/SRR31227740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/040/SRR31227740/SRR31227740_2.fastq.gz
SRR31227742	SAMN43511063	AG139	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/042/SRR31227742/SRR31227742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/042/SRR31227742/SRR31227742_2.fastq.gz
SRR31227743	SAMN43511062	AG138	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/043/SRR31227743/SRR31227743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/043/SRR31227743/SRR31227743_2.fastq.gz
SRR31227744	SAMN43511061	AG137	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/044/SRR31227744/SRR31227744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/044/SRR31227744/SRR31227744_2.fastq.gz
SRR31227749	SAMN43511056	AG132	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/049/SRR31227749/SRR31227749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/049/SRR31227749/SRR31227749_2.fastq.gz
SRR31227756	SAMN43511050	AG126	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/056/SRR31227756/SRR31227756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/056/SRR31227756/SRR31227756_2.fastq.gz
SRR31227757	SAMN43511049	AG125	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/057/SRR31227757/SRR31227757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/057/SRR31227757/SRR31227757_2.fastq.gz
SRR31227758	SAMN43511048	AG124	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31227758/SRR31227758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31227758/SRR31227758_2.fastq.gz
SRR31227760	SAMN43511046	AG122	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31227760/SRR31227760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31227760/SRR31227760_2.fastq.gz
SRR31227761	SAMN43510938	AG014	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/061/SRR31227761/SRR31227761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/061/SRR31227761/SRR31227761_2.fastq.gz
SRR31227764	SAMN43511043	AG119	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31227764/SRR31227764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31227764/SRR31227764_2.fastq.gz
SRR31227765	SAMN43511042	AG118	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/065/SRR31227765/SRR31227765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/065/SRR31227765/SRR31227765_2.fastq.gz
SRR31227770	SAMN43511037	AG113	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/070/SRR31227770/SRR31227770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/070/SRR31227770/SRR31227770_2.fastq.gz
SRR31227772	SAMN43510937	AG013	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/072/SRR31227772/SRR31227772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/072/SRR31227772/SRR31227772_2.fastq.gz
SRR31227773	SAMN43511035	AG111	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/073/SRR31227773/SRR31227773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/073/SRR31227773/SRR31227773_2.fastq.gz
SRR31227774	SAMN43511034	AG110	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/074/SRR31227774/SRR31227774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/074/SRR31227774/SRR31227774_2.fastq.gz
SRR31227778	SAMN43511030	AG106	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/078/SRR31227778/SRR31227778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/078/SRR31227778/SRR31227778_2.fastq.gz
SRR31227932	SAMN43549964	BF055	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/032/SRR31227932/SRR31227932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/032/SRR31227932/SRR31227932_2.fastq.gz
SRR31227934	SAMN43549962	BF053	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/034/SRR31227934/SRR31227934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/034/SRR31227934/SRR31227934_2.fastq.gz
